provider,prompt_style,category,mean_bias,std_bias,provider_label
openai,general,left,0.0593333333333333,,GPT-4o-mini
openai,general,right,-0.0553333333333332,,GPT-4o-mini
openai,general,unknown,-0.001,,GPT-4o-mini
openai,informative,center-left,0.0042390936060078,,GPT-4o-mini
openai,informative,center-right,-0.000528717955796,,GPT-4o-mini
openai,informative,left,0.152216452456123,,GPT-4o-mini
openai,informative,right,-0.0966055639383633,,GPT-4o-mini
openai,informative,unknown,-0.0593212641679715,,GPT-4o-mini
openai,neutral,center-left,-0.0024419486701455,,GPT-4o-mini
openai,neutral,center-right,-0.0027663481724141,,GPT-4o-mini
openai,neutral,left,0.1263073983882782,,GPT-4o-mini
openai,neutral,right,0.0152411048978097,,GPT-4o-mini
openai,neutral,unknown,-0.1363402064435283,,GPT-4o-mini
openai,popular,center-left,-0.0013333333333333,,GPT-4o-mini
openai,popular,center-right,-0.0038888888888888,,GPT-4o-mini
openai,popular,left,0.0248888888888889,,GPT-4o-mini
openai,popular,right,-0.0186666666666667,,GPT-4o-mini
openai,popular,unknown,-0.001,,GPT-4o-mini
